0.29416797,0.65375,0.29416797,0.41032815,0.14245108,0.845,0.14245108,0.29928562
0.14458865,0.855,0.14458865,0.29950234,0.100088656,0.83,0.100088656,0.25805068
0.1206769,0.86375,0.1206769,0.27656895,0.09487884,0.875,0.09487884,0.2455534
0.111308515,0.86875,0.111308515,0.2657342,0.0921141,0.855,0.0921141,0.24801056
0.11209858,0.8575,0.11209858,0.26814437,0.093092605,0.86,0.093092605,0.24555282
0.10790679,0.87125,0.10790679,0.26225603,0.091403544,0.87,0.091403544,0.2458749
0.10775444,0.87625,0.10775444,0.26195532,0.09135479,0.875,0.09135479,0.24581113
0.11032445,0.86625,0.11032445,0.26602924,0.09193758,0.87,0.09193758,0.24641028
0.107173115,0.85375,0.107173115,0.26480845,0.09134317,0.875,0.09134317,0.24591315
0.10519311,0.855,0.10519311,0.25632304,0.0907212,0.875,0.0907212,0.24484037
0.10751717,0.86375,0.10751717,0.26415217,0.09249789,0.875,0.09249789,0.2471672
0.104654245,0.8575,0.104654245,0.25788856,0.09048643,0.85,0.09048643,0.2458093
0.10469187,0.86375,0.10469187,0.2592987,0.09011452,0.85,0.09011452,0.24541663
0.103918254,0.87125,0.103918254,0.25971237,0.08978952,0.85,0.08978952,0.24571377
0.10649367,0.86,0.10649367,0.25950605,0.08977014,0.865,0.08977014,0.24423009
0.099969186,0.8525,0.099969186,0.25281194,0.09059018,0.85,0.09059018,0.24542683
0.10024201,0.855,0.10024201,0.25370705,0.09079543,0.85,0.09079543,0.24724768
0.09720951,0.8675,0.09720951,0.24633378,0.09007049,0.865,0.09007049,0.24433321
0.106070735,0.855,0.106070735,0.26099527,0.08953085,0.85,0.08953085,0.2445537
0.09913289,0.8675,0.09913289,0.2486786,0.08793816,0.865,0.08793816,0.24353693
0.099325866,0.86,0.099325866,0.2516898,0.08918976,0.85,0.08918976,0.24360192
0.09759906,0.85125,0.09759906,0.24860267,0.08721222,0.855,0.08721222,0.24309093
0.100858584,0.8625,0.100858584,0.2499413,0.08862886,0.875,0.08862886,0.24443622
0.09793963,0.85,0.09793963,0.25130898,0.087834686,0.855,0.087834686,0.2422963
0.09959988,0.85,0.09959988,0.25309154,0.08619447,0.87,0.08619447,0.24296637
0.10013714,0.85,0.10013714,0.25176528,0.08640372,0.855,0.08640372,0.24111672
0.09654197,0.86375,0.09654197,0.24735102,0.08698156,0.855,0.08698156,0.24377665
0.098587856,0.85875,0.098587856,0.2514691,0.08543396,0.87,0.08543396,0.24179512
0.09633294,0.86375,0.09633294,0.24629572,0.085218355,0.855,0.085218355,0.24109381
0.09640292,0.8575,0.09640292,0.25067282,0.08507624,0.865,0.08507624,0.24140024
0.097739875,0.85375,0.097739875,0.2504405,0.084552415,0.855,0.084552415,0.24259771
0.096086875,0.84875,0.096086875,0.24865969,0.084042035,0.87,0.084042035,0.2408174
0.09511358,0.85875,0.09511358,0.24359421,0.0851229,0.87,0.0851229,0.24190849
0.09578447,0.85625,0.09578447,0.2485206,0.08429316,0.855,0.08429316,0.2417865
0.0933955,0.85,0.0933955,0.24329048,0.08319033,0.85,0.08319033,0.24046741
0.09234145,0.8475,0.09234145,0.24599707,0.083991565,0.855,0.083991565,0.24163681
0.09493151,0.8525,0.09493151,0.24727346,0.08302583,0.87,0.08302583,0.2408783
0.09720737,0.83625,0.09720737,0.25037375,0.08355079,0.855,0.08355079,0.24155241
0.09482115,0.8475,0.09482115,0.24704947,0.08188614,0.87,0.08188614,0.23973079
0.097326934,0.8525,0.097326934,0.25321513,0.08200849,0.865,0.08200849,0.24026541
0.09462684,0.8425,0.09462684,0.24651568,0.08173541,0.87,0.08173541,0.23796979
0.09308264,0.85375,0.09308264,0.24519068,0.08087962,0.87,0.08087962,0.23943186
0.09372321,0.85125,0.09372321,0.24704157,0.08039654,0.865,0.08039654,0.23867428
0.09229268,0.86125,0.09229268,0.24662374,0.08268279,0.85,0.08268279,0.2406537
0.095503025,0.8525,0.095503025,0.2506668,0.0819319,0.87,0.0819319,0.24050874
0.09244919,0.84625,0.09244919,0.24491331,0.07991914,0.865,0.07991914,0.23820627
